,Latitude,Longitude,NTAName
117,40.82244484847694,-73.9013450184393,Longwood
118,40.813374602483144,-73.90290068096083,Longwood
119,40.82072108424547,-73.89362952442663,Longwood
120,40.693550337139044,-73.96131243250994,Clinton Hill
121,40.68336120455766,-73.95784345912969,Clinton Hill
122,40.68714486764242,-73.96899777772794,Clinton Hill
123,40.68810597691822,-73.96672060235572,Clinton Hill
124,40.6841337289536,-73.95604671087406,Clinton Hill
125,40.695536064876826,-73.96533550906956,Clinton Hill
126,40.69510184452031,-73.9668717895975,Clinton Hill
127,40.6970667520986,-73.96238129502518,Clinton Hill
128,40.69314299050459,-73.95629519219763,Clinton Hill
129,40.69041218079837,-73.96802149591126,Clinton Hill
130,40.698929459779045,-73.80340281950706,Jamaica
131,40.70287491064033,-73.78315136156124,Jamaica
132,40.70835806730424,-73.7968293449508,Jamaica
133,40.70209320484314,-73.78935725466228,Jamaica
134,40.70724748130137,-73.77231703832625,Jamaica
135,40.70351375297667,-73.81365805010758,Jamaica
136,40.71005744021603,-73.78166443790512,Jamaica
137,40.701078134245954,-73.78729493269468,Jamaica
138,40.70000766501111,-73.79068827265989,Jamaica
139,40.69931056148536,-73.8110362080448,Jamaica
140,40.69508906854774,-73.79368276698283,South Jamaica
141,40.69488385061737,-73.78964933411213,South Jamaica
142,40.695280246343835,-73.77497491818005,South Jamaica
143,40.69626380843482,-73.78745252364806,South Jamaica
144,40.684778771791855,-73.80390071686692,South Jamaica
145,40.69434517994295,-73.77667719967766,South Jamaica
146,40.69809481357664,-73.79557664954216,South Jamaica
147,40.689909890945174,-73.80668520693241,South Jamaica
148,40.699802418961475,-73.78543182351105,South Jamaica
149,40.690614122420925,-73.79234836157313,South Jamaica
150,40.84662997313099,-73.82493103002359,Pelham Bay-Country Club-City Island
151,40.85062955375632,-73.83130783332406,Pelham Bay-Country Club-City Island
152,40.842983894501,-73.81292176611134,Pelham Bay-Country Club-City Island
153,40.8505598806483,-73.79537952080481,Pelham Bay-Country Club-City Island
154,40.85094398587599,-73.79950137246884,Pelham Bay-Country Club-City Island
155,40.85853952180349,-73.77928439651556,Pelham Bay-Country Club-City Island
156,40.839354257136996,-73.80133666339162,Pelham Bay-Country Club-City Island
157,40.85011399689022,-73.78822730999889,Pelham Bay-Country Club-City Island
158,40.839494215454934,-73.78005748167698,Pelham Bay-Country Club-City Island
159,40.83643323900166,-73.79362009668569,Pelham Bay-Country Club-City Island
160,40.69359249598088,-73.74001129505453,Cambria Heights
161,40.702222723337464,-73.72922362288631,Cambria Heights
162,40.70005635915101,-73.73421831936103,Cambria Heights
163,40.69535525251684,-73.7333508887754,Cambria Heights
164,40.700852926961005,-73.73938571234685,Cambria Heights
165,40.694179511387595,-73.74323912442695,Cambria Heights
166,40.69099024363194,-73.74100286570706,Cambria Heights
167,40.692195586473325,-73.74005561246285,Cambria Heights
168,40.69791204993019,-73.73406088096174,Cambria Heights
169,40.69627081137826,-73.73581394800217,Cambria Heights
170,40.62790268218997,-73.96346233114195,Midwood
171,40.61557302049434,-73.95879763061167,Midwood
172,40.613731554282005,-73.94900263794682,Midwood
173,40.61816785311256,-73.94920541006988,Midwood
174,40.61461336876873,-73.96171278508264,Midwood
175,40.61970433158041,-73.9640232365561,Midwood
176,40.623273644255804,-73.9474913922173,Midwood
177,40.62442497358037,-73.94757163312354,Midwood
178,40.62872711941202,-73.9577097687017,Midwood
179,40.622221166435565,-73.95591485890107,Midwood
180,40.5822967895186,-73.98489106258818,Gravesend
181,40.58840864139746,-73.9756445786536,Gravesend
182,40.5873862105771,-73.99324184715258,Gravesend
183,40.58701742032174,-73.98132793345351,Gravesend
184,40.58257773175073,-73.99352111445894,Gravesend
185,40.59331503744722,-73.97709821785377,Gravesend
186,40.58405211409325,-73.99165235589308,Gravesend
187,40.583059013877914,-73.98416593722963,Gravesend
188,40.58801771211731,-73.96807076382481,Gravesend
189,40.58548461547051,-73.97346049723559,Gravesend
190,40.607488396122406,-73.98671041668773,Bensonhurst East
191,40.61202110135948,-73.97875640703668,Bensonhurst East
192,40.60174338239645,-73.9914951569055,Bensonhurst East
193,40.59107789386307,-73.99847653608579,Bensonhurst East
194,40.598800320227674,-73.97274598757389,Bensonhurst East
195,40.59617741500357,-73.98527089821673,Bensonhurst East
196,40.611899861090855,-73.97870035318152,Bensonhurst East
197,40.60466399018268,-73.97609173279531,Bensonhurst East
198,40.59616963698859,-73.97680236587618,Bensonhurst East
199,40.59614636939234,-73.98567128025454,Bensonhurst East
200,40.70466299103816,-73.95940683536571,Williamsburg
201,40.70144768080634,-73.96125387987544,Williamsburg
202,40.70270851408549,-73.95516282712033,Williamsburg
203,40.70208149514965,-73.96198927967944,Williamsburg
204,40.705251738479106,-73.96331397881467,Williamsburg
205,40.69992614190052,-73.95986827201331,Williamsburg
206,40.706183847903574,-73.95586307748891,Williamsburg
207,40.702153651732964,-73.95405815542219,Williamsburg
208,40.70360557032375,-73.94734972197814,Williamsburg
209,40.702658245531495,-73.95540153578402,Williamsburg
210,40.69445400760876,-73.95182897674732,Bedford
211,40.698609570003576,-73.94925653893223,Bedford
212,40.69853195060727,-73.94793864312649,Bedford
213,40.68632366616441,-73.9484589198349,Bedford
214,40.69674048978215,-73.95750948686502,Bedford
215,40.68591018150698,-73.95741013486604,Bedford
216,40.69635223275861,-73.95758889665878,Bedford
217,40.69965945886444,-73.95834798258453,Bedford
218,40.68450811177875,-73.94150317667636,Bedford
219,40.694325393798444,-73.94161899503315,Bedford
220,40.68155287607348,-73.92266904757585,Stuyvesant Heights
221,40.691304645068776,-73.92877856926916,Stuyvesant Heights
222,40.687798792151675,-73.92135664015102,Stuyvesant Heights
223,40.690145906819836,-73.92400696441729,Stuyvesant Heights
224,40.680859866020654,-73.92619078490944,Stuyvesant Heights
225,40.69864455754641,-73.93912386496851,Stuyvesant Heights
226,40.69463246319719,-73.93787895329471,Stuyvesant Heights
227,40.69302457362697,-73.93081617321072,Stuyvesant Heights
228,40.69066674072138,-73.9384999491525,Stuyvesant Heights
229,40.691757481991154,-73.92887087187945,Stuyvesant Heights
230,40.684769436964494,-73.91649794096998,Ocean Hill
231,40.67660191990631,-73.90645978117352,Ocean Hill
232,40.67082765370326,-73.91969314606949,Ocean Hill
233,40.68023597007152,-73.91975613535038,Ocean Hill
234,40.67605287789251,-73.91687738465158,Ocean Hill
235,40.6858879919848,-73.91622979974632,Ocean Hill
236,40.68166348327169,-73.91577447450081,Ocean Hill
237,40.68131201664752,-73.91756342952256,Ocean Hill
238,40.67293411064688,-73.91965104422093,Ocean Hill
239,40.67658511068139,-73.9027196182342,Ocean Hill
240,40.67336757150615,-73.94502058939237,Crown Heights North
241,40.68035978452412,-73.94911926932824,Crown Heights North
242,40.67066098415835,-73.9513118365084,Crown Heights North
243,40.678696528399605,-73.93238229244622,Crown Heights North
244,40.66496588185972,-73.93097975317743,Crown Heights North
245,40.673238105931404,-73.93285922242714,Crown Heights North
246,40.6663112844369,-73.93552461851012,Crown Heights North
247,40.6757520884658,-73.9337877198067,Crown Heights North
248,40.67962327196383,-73.9253070541823,Crown Heights North
249,40.6756419827624,-73.9566593051821,Crown Heights North
250,40.66785082783779,-73.93786137885836,Crown Heights South
251,40.66485946131466,-73.94747991669651,Crown Heights South
252,40.665166423816395,-73.94434871516297,Crown Heights South
253,40.669766882648474,-73.9505104924371,Crown Heights South
254,40.66868160458821,-73.96183009498361,Crown Heights South
255,40.666352518752205,-73.93538069280514,Crown Heights South
256,40.66669771478819,-73.9500671308098,Crown Heights South
257,40.66561562328859,-73.96037977304488,Crown Heights South
258,40.66862436107572,-73.94104863438929,Crown Heights South
259,40.665107439832674,-73.93486506060378,Crown Heights South
260,40.64528343370295,-73.91743002721483,Rugby-Remsen Village
261,40.649286338039786,-73.92582270638657,Rugby-Remsen Village
262,40.64817183736099,-73.92590027581507,Rugby-Remsen Village
263,40.65288877767776,-73.92337129788046,Rugby-Remsen Village
264,40.66074925273713,-73.92644026915939,Rugby-Remsen Village
265,40.64382821599626,-73.9227161309806,Rugby-Remsen Village
266,40.64506726370194,-73.92830024620054,Rugby-Remsen Village
267,40.65031269065771,-73.91910667852711,Rugby-Remsen Village
268,40.65794470776746,-73.92959667302098,Rugby-Remsen Village
269,40.646248469214854,-73.92180807844727,Rugby-Remsen Village
270,40.866858960960364,-73.84170412014682,Allerton-Pelham Gardens
271,40.86191640293973,-73.85521504350174,Allerton-Pelham Gardens
272,40.866484858875694,-73.85336578981422,Allerton-Pelham Gardens
273,40.87089941424995,-73.84942087120203,Allerton-Pelham Gardens
274,40.865997789434715,-73.84695927759414,Allerton-Pelham Gardens
275,40.86977974722549,-73.85917872356987,Allerton-Pelham Gardens
276,40.870469620430484,-73.85634979159268,Allerton-Pelham Gardens
277,40.86088443471452,-73.83665936127922,Allerton-Pelham Gardens
278,40.85826055588552,-73.83728936753865,Allerton-Pelham Gardens
279,40.86978519288006,-73.84959381690445,Allerton-Pelham Gardens
280,40.64351460389138,-73.87871703788282,Starrett City
281,40.64304787224709,-73.87704711895624,Starrett City
282,40.64469888355393,-73.88149655549853,Starrett City
283,40.642584518909715,-73.88451993209607,Starrett City
284,40.645133054541354,-73.87887943036768,Starrett City
285,40.639470067306355,-73.87863068630804,Starrett City
286,40.65199409724096,-73.88233727085694,Starrett City
287,40.652074694302975,-73.881073120343,Starrett City
288,40.64864630880345,-73.88253149440942,Starrett City
289,40.65093459620205,-73.88430523462806,Starrett City
290,40.63329737739016,-73.94270748466565,East Flatbush-Farragut
291,40.646820711516796,-73.9288774145763,East Flatbush-Farragut
292,40.65490097314117,-73.93422889614872,East Flatbush-Farragut
293,40.65462288125407,-73.94004550385048,East Flatbush-Farragut
294,40.64289858182087,-73.93435313373296,East Flatbush-Farragut
295,40.6386281705325,-73.93118438707478,East Flatbush-Farragut
296,40.639976259933995,-73.93436686366785,East Flatbush-Farragut
297,40.64647256209255,-73.94115888689677,East Flatbush-Farragut
298,40.65553855472489,-73.93265764101061,East Flatbush-Farragut
299,40.65155518896612,-73.9331666508159,East Flatbush-Farragut
300,40.69506158631951,-73.92976124868251,Bushwick South
301,40.69469749419893,-73.9170803840538,Bushwick South
302,40.698533350746814,-73.92328841229455,Bushwick South
303,40.69517871200481,-73.93545536735067,Bushwick South
304,40.70729433850872,-73.93823910165604,Bushwick South
305,40.69680063054943,-73.92384135754995,Bushwick South
306,40.687978976857224,-73.91595065008592,Bushwick South
307,40.69238933821711,-73.91658789340877,Bushwick South
308,40.69989381654101,-73.93183691796617,Bushwick South
309,40.689772460684935,-73.9159765087263,Bushwick South
310,40.700772545769674,-73.92596954816506,Bushwick North
311,40.69946890570778,-73.90910527781948,Bushwick North
312,40.70579560575427,-73.9208670852777,Bushwick North
313,40.70706070318508,-73.92352481244842,Bushwick North
314,40.700044533378644,-73.91529431005856,Bushwick North
315,40.70070057928918,-73.91349229408104,Bushwick North
316,40.7042835881699,-73.9189952240882,Bushwick North
317,40.70385158216626,-73.91321880998686,Bushwick North
318,40.7038164449379,-73.91784604244486,Bushwick North
319,40.705134924273395,-73.9182552315039,Bushwick North
320,40.69403139476276,-73.90272711899824,Ridgewood
321,40.71188043666435,-73.89206555149028,Ridgewood
322,40.70445388507373,-73.91651864228308,Ridgewood
323,40.71600379517874,-73.91461306772082,Ridgewood
324,40.70611160572985,-73.91688767034682,Ridgewood
325,40.711734686053035,-73.89295344811944,Ridgewood
326,40.713351229826145,-73.88917891974798,Ridgewood
327,40.70500002414578,-73.89971787764443,Ridgewood
328,40.705207542472486,-73.91186732675573,Ridgewood
329,40.69803706496056,-73.89966755756592,Ridgewood
330,40.61504796511038,-73.96496509103822,Ocean Parkway South
331,40.612613922072796,-73.96981320051887,Ocean Parkway South
332,40.62101608256568,-73.9719668345993,Ocean Parkway South
333,40.623777234743294,-73.9692215948362,Ocean Parkway South
334,40.61714845398338,-73.9685614758417,Ocean Parkway South
335,40.617305780642916,-73.96834130450466,Ocean Parkway South
336,40.614758711294826,-73.96481535678397,Ocean Parkway South
337,40.61336659024612,-73.9749086689761,Ocean Parkway South
338,40.62194494030474,-73.97307905967693,Ocean Parkway South
339,40.615319869666074,-73.97380843935991,Ocean Parkway South
340,40.69052381049751,-73.97825429546819,Fort Greene
341,40.68614344275163,-73.9764229244473,Fort Greene
342,40.68910957871386,-73.9698622325042,Fort Greene
343,40.68934318773507,-73.96884622846224,Fort Greene
344,40.696294903775126,-73.97201599316301,Fort Greene
345,40.68754734618495,-73.97686941078533,Fort Greene
346,40.68940611400384,-73.9753635577937,Fort Greene
347,40.69178846254028,-73.97922181981653,Fort Greene
348,40.697640331750044,-73.97145522996917,Fort Greene
349,40.69413537794129,-73.9775268644523,Fort Greene
350,40.762499908699546,-73.93651104317422,Queensbridge-Ravenswood-Long Island City
351,40.75436724009559,-73.93726360871585,Queensbridge-Ravenswood-Long Island City
352,40.75964055300668,-73.9431932154116,Queensbridge-Ravenswood-Long Island City
353,40.75453318077375,-73.93393463713473,Queensbridge-Ravenswood-Long Island City
354,40.75441511814651,-73.92819201453372,Queensbridge-Ravenswood-Long Island City
355,40.76360730882743,-73.93469772846767,Queensbridge-Ravenswood-Long Island City
356,40.75215835689623,-73.93798913261728,Queensbridge-Ravenswood-Long Island City
357,40.7598031736988,-73.94405518028519,Queensbridge-Ravenswood-Long Island City
358,40.763903173038216,-73.93850498226222,Queensbridge-Ravenswood-Long Island City
359,40.767957894459855,-73.93218323879047,Queensbridge-Ravenswood-Long Island City
360,40.83059290043716,-73.87182644119028,West Farms-Bronx River
361,40.83000146132609,-73.87660669315606,West Farms-Bronx River
362,40.83280716643247,-73.87650597191899,West Farms-Bronx River
363,40.83026061973018,-73.87405567059109,West Farms-Bronx River
364,40.83440315689258,-73.87341507480987,West Farms-Bronx River
365,40.83525536895803,-73.87717633990916,West Farms-Bronx River
366,40.83638288697385,-73.87131619339138,West Farms-Bronx River
367,40.82969591047798,-73.87884372685927,West Farms-Bronx River
368,40.83838238351927,-73.8692066726697,West Farms-Bronx River
369,40.834131577178084,-73.86894304725266,West Farms-Bronx River
370,40.837843284056994,-73.85527660401604,Parkchester
371,40.837392274470346,-73.8524714675238,Parkchester
372,40.83574212370793,-73.85298543826764,Parkchester
373,40.840054268583344,-73.86427024607491,Parkchester
374,40.84065722114353,-73.85739171913178,Parkchester
375,40.84048801125274,-73.85348632144242,Parkchester
376,40.834279154968876,-73.85396285491566,Parkchester
377,40.834381196542104,-73.86333817941771,Parkchester
378,40.83604797585231,-73.85318052298274,Parkchester
379,40.83618164009501,-73.85868651623377,Parkchester
380,40.82831505013967,-73.86359898717397,Soundview-Bruckner
381,40.82828370221974,-73.85799907440986,Soundview-Bruckner
382,40.82600793997294,-73.87210758880872,Soundview-Bruckner
383,40.83115077953506,-73.86261684688458,Soundview-Bruckner
384,40.82343533522047,-73.88443351790814,Soundview-Bruckner
385,40.82534891872616,-73.87404446699215,Soundview-Bruckner
386,40.83074120258805,-73.85776325219065,Soundview-Bruckner
387,40.82798719529672,-73.87325864892885,Soundview-Bruckner
388,40.83207696429126,-73.85854820206636,Soundview-Bruckner
389,40.82880844245126,-73.8766737926206,Soundview-Bruckner
390,40.702933820167786,-73.85321217422673,Glendale
391,40.711835627345636,-73.8621738513985,Glendale
392,40.70614122526388,-73.88393691795407,Glendale
393,40.69841494765497,-73.89567695883623,Glendale
394,40.705098035488454,-73.86453759598545,Glendale
395,40.70998701209234,-73.8609708822105,Glendale
396,40.69708043416856,-73.87103206323151,Glendale
397,40.70245691212888,-73.85813595886562,Glendale
398,40.70479074437476,-73.88242158132209,Glendale
399,40.708837519917275,-73.86315789542905,Glendale
400,40.877612931230296,-73.89456105198909,Van Cortlandt Village
401,40.87748499332288,-73.89316928703872,Van Cortlandt Village
402,40.87229990846729,-73.90382006543508,Van Cortlandt Village
403,40.874144218982785,-73.89623721071916,Van Cortlandt Village
404,40.878090997292254,-73.88926726012234,Van Cortlandt Village
405,40.870896296880694,-73.89101352987635,Van Cortlandt Village
406,40.87208144475679,-73.89770595863192,Van Cortlandt Village
407,40.88040355501575,-73.89473303749014,Van Cortlandt Village
408,40.88510515123523,-73.89855931717304,Van Cortlandt Village
409,40.8784119114813,-73.88871407915758,Van Cortlandt Village
410,40.7163574193955,-73.80555460809141,Pomonok-Flushing Heights-Hillcrest
411,40.71927588059441,-73.79181271184657,Pomonok-Flushing Heights-Hillcrest
412,40.7293009460625,-73.81281481496238,Pomonok-Flushing Heights-Hillcrest
413,40.72034069560085,-73.80109981617873,Pomonok-Flushing Heights-Hillcrest
414,40.73592476706133,-73.80705191384115,Pomonok-Flushing Heights-Hillcrest
415,40.73529314852409,-73.7983040656774,Pomonok-Flushing Heights-Hillcrest
416,40.729431103427466,-73.80467688732753,Pomonok-Flushing Heights-Hillcrest
417,40.726086812312815,-73.79339923149648,Pomonok-Flushing Heights-Hillcrest
418,40.727640138098046,-73.81157994700415,Pomonok-Flushing Heights-Hillcrest
419,40.727704570428656,-73.80796322788997,Pomonok-Flushing Heights-Hillcrest
420,40.759131588859795,-73.99063351030776,Clinton
421,40.76769248088474,-73.99012227015994,Clinton
422,40.760263775297425,-73.99297446185005,Clinton
423,40.76344746766304,-73.99078383949438,Clinton
424,40.75860090679491,-73.9962673886113,Clinton
425,40.77175338744905,-73.99270924230808,Clinton
426,40.75864726956797,-73.99045256377599,Clinton
427,40.76603205320193,-73.99120212409716,Clinton
428,40.7691176030404,-73.99318461846833,Clinton
429,40.77157929490482,-73.99255584773303,Clinton
430,40.707101072273005,-73.74735701382633,Queens Village
431,40.71290489722465,-73.7411852103136,Queens Village
432,40.727277590729095,-73.73832940387216,Queens Village
433,40.70613280615793,-73.73786597599803,Queens Village
434,40.7305187623144,-73.74798565614297,Queens Village
435,40.70506031640546,-73.75055779456127,Queens Village
436,40.719209895719715,-73.73482467723153,Queens Village
437,40.69890163355029,-73.74350163516223,Queens Village
438,40.69705772915172,-73.74775045595442,Queens Village
439,40.71294122429475,-73.74647885898834,Queens Village
440,40.743468174662944,-73.72262623534841,Bellerose
441,40.742853904386386,-73.73189166282174,Bellerose
442,40.7409817160549,-73.73504490578371,Bellerose
443,40.73351733089173,-73.72210771722256,Bellerose
444,40.729833973038275,-73.717028700553,Bellerose
445,40.73837207504278,-73.72697947767183,Bellerose
446,40.73160183735296,-73.71756671294531,Bellerose
447,40.7311294293242,-73.71468515623027,Bellerose
448,40.739922992801176,-73.72847849071346,Bellerose
449,40.74234659133376,-73.73148072980564,Bellerose
450,40.720328456324715,-73.8734088102673,Middle Village
451,40.711611652284084,-73.88595265592569,Middle Village
452,40.72249680663881,-73.88117615171187,Middle Village
453,40.72697482921696,-73.88470776782192,Middle Village
454,40.72064654460017,-73.86748571205882,Middle Village
455,40.71797592207143,-73.88761252379997,Middle Village
456,40.71976653944626,-73.88987742321567,Middle Village
457,40.716947137257485,-73.88538872240112,Middle Village
458,40.71040426457846,-73.87789168181281,Middle Village
459,40.71892210078679,-73.89914241013702,Middle Village
460,40.73763471600324,-73.88490968165341,Elmhurst
461,40.7329825326428,-73.88714827234823,Elmhurst
462,40.741270036102556,-73.87232924429743,Elmhurst
463,40.73797934397412,-73.88450701035187,Elmhurst
464,40.73690575470574,-73.8789056419069,Elmhurst
465,40.74555075894936,-73.88544530170896,Elmhurst
466,40.73739516779928,-73.86713834158596,Elmhurst
467,40.738476042425674,-73.887185215247,Elmhurst
468,40.730198103064524,-73.88381600170804,Elmhurst
469,40.735051200829695,-73.87825565937025,Elmhurst
470,40.67335290270796,-73.7419080052008,Laurelton
471,40.681403230314416,-73.74776295865206,Laurelton
472,40.68094599277504,-73.73115340550444,Laurelton
473,40.68157034922229,-73.73319870746168,Laurelton
474,40.67648621868396,-73.7446119292807,Laurelton
475,40.66912717096149,-73.74709652226225,Laurelton
476,40.68039616799222,-73.7500874990051,Laurelton
477,40.67559600233579,-73.75816919055237,Laurelton
478,40.66869199629858,-73.7439724118691,Laurelton
479,40.6733985152675,-73.73871755512779,Laurelton
480,40.889001593183195,-73.84855359970406,Woodlawn-Wakefield
481,40.90076610593508,-73.85096849304675,Woodlawn-Wakefield
482,40.9051808962413,-73.8467540398314,Woodlawn-Wakefield
483,40.89015676290546,-73.84995012323476,Woodlawn-Wakefield
484,40.89110856461998,-73.85030150005488,Woodlawn-Wakefield
485,40.896729742133104,-73.86225733211549,Woodlawn-Wakefield
486,40.891696462367776,-73.85372907332683,Woodlawn-Wakefield
487,40.89695612026108,-73.84451302211745,Woodlawn-Wakefield
488,40.895904588270774,-73.87362989708785,Woodlawn-Wakefield
489,40.89510930487796,-73.86431037804691,Woodlawn-Wakefield
490,40.8700266388401,-73.86156031572997,Bronxdale
491,40.86766918004719,-73.86106622848817,Bronxdale
492,40.87027093829097,-73.86154092430775,Bronxdale
493,40.86619552377682,-73.86797612992211,Bronxdale
494,40.86778904833354,-73.8680977483976,Bronxdale
495,40.858320195751936,-73.85760675973142,Bronxdale
496,40.86781199627186,-73.8664472596,Bronxdale
497,40.860892611301445,-73.86894040926384,Bronxdale
498,40.85997764342804,-73.86856330892309,Bronxdale
499,40.86120203147474,-73.86662937043566,Bronxdale
500,40.6635555183978,-73.88839289319795,East New York (Pennsylvania Ave)
501,40.66901197884782,-73.89182168531447,East New York (Pennsylvania Ave)
502,40.6666363547485,-73.8898948765975,East New York (Pennsylvania Ave)
503,40.663579986417524,-73.89584201359276,East New York (Pennsylvania Ave)
