,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,postalCode,cc,city,state,country,formattedAddress,neighborhood,id
4,Lahore Restaurant,Food,1076 Coney Island Ave,,40.631369,-73.966797,"[{'label': 'display', 'lat': 40.631369, 'lng': -73.966797}, {'label': 'entrance', 'lat': 40.631385, 'lng': -73.966701}]",477,11230,US,Brooklyn,NY,United States,"['1076 Coney Island Ave', 'Brooklyn, NY 11230', 'United States']",,4f438cbe19834bc91f577501
5,SALUD,Café,1308 Avenue H,btwn Rugby & Argyle Rd,40.629778283067765,-73.96387054002031,"[{'label': 'entrance', 'lat': 40.629678, 'lng': -73.963845}]",211,11230,US,Brooklyn,NY,United States,"['1308 Avenue H (btwn Rugby & Argyle Rd)', 'Brooklyn, NY 11230', 'United States']",,4b6519e4f964a52027e42ae3
6,Estihana Brooklyn,Sushi Restaurant,1217 Avenue J,at 13th St,40.625156,-73.963607,"[{'label': 'display', 'lat': 40.625156, 'lng': -73.963607}]",306,11230,US,Brooklyn,NY,United States,"['1217 Avenue J (at 13th St)', 'Brooklyn, NY 11230', 'United States']",,4cd7428dfb595481919be850
0,Moldova Restaurant Brooklyn,Steakhouse,1827 Coney Island Ave,Coney Island Ave and Ave O,40.61294186114433,-73.96286899619373,"[{'label': 'display', 'lat': 40.61294186114433, 'lng': -73.96286899619373}, {'label': 'entrance', 'lat': 40.612926, 'lng': -73.962746}]",451,11230,US,Brooklyn,NY,United States,"['1827 Coney Island Ave (Coney Island Ave and Ave O)', 'Brooklyn, NY 11230', 'United States']",,50199599011cecae1f8b8968
1,Chikurin Japanese Restaurant,Japanese Restaurant,1777 Ocean Ave,at Ave M,40.61873004377748,-73.95481085897256,"[{'label': 'display', 'lat': 40.61873004377748, 'lng': -73.95481085897256}, {'label': 'entrance', 'lat': 40.618744, 'lng': -73.954855}]",486,11230,US,Brooklyn,NY,United States,"['1777 Ocean Ave (at Ave M)', 'Brooklyn, NY 11230', 'United States']",,4baab031f964a520fc7f3ae3
2,Glatt Kosher Number One Restaurant,Food,1411 Avenue M,,40.618206,-73.960417,"[{'label': 'display', 'lat': 40.618206, 'lng': -73.960417}]",323,11230,US,Brooklyn,NY,United States,"['1411 Avenue M', 'Brooklyn, NY 11230', 'United States']",,4f3211ab19833175d60d6f7e
3,Old Brooklyn Pizza Restaurant,Food,1785 Ocean Ave,,40.618396999999995,-73.95464399999999,"[{'label': 'display', 'lat': 40.618396999999995, 'lng': -73.95464399999999}, {'label': 'entrance', 'lat': 40.618377, 'lng': -73.954822}]",471,11230,US,Brooklyn,NY,United States,"['1785 Ocean Ave', 'Brooklyn, NY 11230', 'United States']",,4f3224c319836c91c7ba6de5
4,M Restaurant,Steakhouse,1635 Coney Island Ave,Ave. M,40.61767941666667,-73.963589,"[{'label': 'display', 'lat': 40.61767941666667, 'lng': -73.963589}]",467,11230,US,Brooklyn,NY,United States,"['1635 Coney Island Ave (Ave. M)', 'Brooklyn, NY 11230', 'United States']",,4bfd609db68d0f47e3b0e857
5,Maria's Pizzeria & Restaurant,Pizza Place,1849 Coney Island Ave,,40.612204,-73.9627038,"[{'label': 'display', 'lat': 40.612204, 'lng': -73.9627038}]",499,11230,US,Midwood,NY,United States,"['1849 Coney Island Ave', 'Midwood, NY 11230', 'United States']",,58913cea5289300929a197fe
6,Yun Kee,Chinese Restaurant,1422 Elm Ave,btwn E 14th & E 15th St,40.6176684467333,-73.96003063147884,"[{'label': 'display', 'lat': 40.6176684467333, 'lng': -73.96003063147884}]",255,11230,US,Brooklyn,NY,United States,"['1422 Elm Ave (btwn E 14th & E 15th St)', 'Brooklyn, NY 11230', 'United States']",,4fa9a839e4b096d47092b79a
7,Golden chopsticks,Chinese Restaurant,1986-88 Ocean Ave,,40.61322,-73.95387,"[{'label': 'display', 'lat': 40.61322, 'lng': -73.95387}]",491,11230,US,Brooklyn,NY,United States,"['1986-88 Ocean Ave', 'Brooklyn, NY 11230', 'United States']",,4d91f9a1d7b1236a6e343c38
8,Raj Darbar,Indian Restaurant,1827 Coney Island Ave,Ave n and ave o,40.61227597470571,-73.96288330626103,"[{'label': 'display', 'lat': 40.61227597470571, 'lng': -73.96288330626103}]",503,11230,US,Brooklyn,NY,United States,"['1827 Coney Island Ave (Ave n and ave o)', 'Brooklyn, NY 11230', 'United States']",,4e18dd8db61c8f9ada508aa5
0,Golden chopsticks,Chinese Restaurant,1986-88 Ocean Ave,,40.61322,-73.95387,"[{'label': 'display', 'lat': 40.61322, 'lng': -73.95387}]",415,11230,US,Brooklyn,NY,United States,"['1986-88 Ocean Ave', 'Brooklyn, NY 11230', 'United States']",,4d91f9a1d7b1236a6e343c38
0,Chikurin Japanese Restaurant,Japanese Restaurant,1777 Ocean Ave,at Ave M,40.61873004377748,-73.95481085897256,"[{'label': 'display', 'lat': 40.61873004377748, 'lng': -73.95481085897256}, {'label': 'entrance', 'lat': 40.618744, 'lng': -73.954855}]",477,11230,US,Brooklyn,NY,United States,"['1777 Ocean Ave (at Ave M)', 'Brooklyn, NY 11230', 'United States']",,4baab031f964a520fc7f3ae3
1,Old Brooklyn Pizza Restaurant,Food,1785 Ocean Ave,,40.618396999999995,-73.95464399999999,"[{'label': 'display', 'lat': 40.618396999999995, 'lng': -73.95464399999999}, {'label': 'entrance', 'lat': 40.618377, 'lng': -73.954822}]",460,11230,US,Brooklyn,NY,United States,"['1785 Ocean Ave', 'Brooklyn, NY 11230', 'United States']",,4f3224c319836c91c7ba6de5
0,Moldova Restaurant Brooklyn,Steakhouse,1827 Coney Island Ave,Coney Island Ave and Ave O,40.61294186114433,-73.96286899619373,"[{'label': 'display', 'lat': 40.61294186114433, 'lng': -73.96286899619373}, {'label': 'entrance', 'lat': 40.612926, 'lng': -73.962746}]",210,11230,US,Brooklyn,NY,United States,"['1827 Coney Island Ave (Coney Island Ave and Ave O)', 'Brooklyn, NY 11230', 'United States']",,50199599011cecae1f8b8968
1,Taci's Beyti Restaurant,Turkish Restaurant,1953 Coney Island Ave,at Avenue P,40.60960801100409,-73.96211811405868,"[{'label': 'display', 'lat': 40.60960801100409, 'lng': -73.96211811405868}, {'label': 'entrance', 'lat': 40.609512, 'lng': -73.962099}]",558,11223,US,Brooklyn,NY,United States,"['1953 Coney Island Ave (at Avenue P)', 'Brooklyn, NY 11223', 'United States']",,4a060d32f964a520b1721fe3
2,Maria's Pizzeria & Restaurant,Pizza Place,1849 Coney Island Ave,,40.612204,-73.9627038,"[{'label': 'display', 'lat': 40.612204, 'lng': -73.9627038}]",280,11230,US,Midwood,NY,United States,"['1849 Coney Island Ave', 'Midwood, NY 11230', 'United States']",,58913cea5289300929a197fe
3,M Restaurant,Steakhouse,1635 Coney Island Ave,Ave. M,40.61767941666667,-73.963589,"[{'label': 'display', 'lat': 40.61767941666667, 'lng': -73.963589}]",376,11230,US,Brooklyn,NY,United States,"['1635 Coney Island Ave (Ave. M)', 'Brooklyn, NY 11230', 'United States']",,4bfd609db68d0f47e3b0e857
4,Argo Restaurant,Russian Restaurant,1985 Coney Island Ave,,40.608803,-73.961925,"[{'label': 'display', 'lat': 40.608803, 'lng': -73.961925}]",647,11223,US,New York,NY,United States,"['1985 Coney Island Ave', 'New York, NY 11223', 'United States']",,5a25a342c21cb1727d11cff0
5,Glatt Kosher Number One Restaurant,Food,1411 Avenue M,,40.618206,-73.960417,"[{'label': 'display', 'lat': 40.618206, 'lng': -73.960417}]",414,11230,US,Brooklyn,NY,United States,"['1411 Avenue M', 'Brooklyn, NY 11230', 'United States']",,4f3211ab19833175d60d6f7e
6,Marrakech Restaurant,Caucasian Restaurant,1915 Coney Island Ave,,40.61075973510742,-73.962158203125,"[{'label': 'display', 'lat': 40.61075973510742, 'lng': -73.962158203125}]",430,11230,US,New York,NY,United States,"['1915 Coney Island Ave', 'New York, NY 11230', 'United States']",,5e6e5d9295b96a00078049c2
7,Raj Darbar,Indian Restaurant,1827 Coney Island Ave,Ave n and ave o,40.61227597470571,-73.96288330626103,"[{'label': 'display', 'lat': 40.61227597470571, 'lng': -73.96288330626103}]",278,11230,US,Brooklyn,NY,United States,"['1827 Coney Island Ave (Ave n and ave o)', 'Brooklyn, NY 11230', 'United States']",,4e18dd8db61c8f9ada508aa5
8,Yun Kee,Chinese Restaurant,1422 Elm Ave,btwn E 14th & E 15th St,40.6176684467333,-73.96003063147884,"[{'label': 'display', 'lat': 40.6176684467333, 'lng': -73.96003063147884}]",368,11230,US,Brooklyn,NY,United States,"['1422 Elm Ave (btwn E 14th & E 15th St)', 'Brooklyn, NY 11230', 'United States']",,4fa9a839e4b096d47092b79a
9,Golden chopsticks,Chinese Restaurant,1986-88 Ocean Ave,,40.61322,-73.95387,"[{'label': 'display', 'lat': 40.61322, 'lng': -73.95387}]",680,11230,US,Brooklyn,NY,United States,"['1986-88 Ocean Ave', 'Brooklyn, NY 11230', 'United States']",,4d91f9a1d7b1236a6e343c38
0,Ambiance Caribbean Restaurant,,943 ave. l,,40.619834,-73.965795,"[{'label': 'display', 'lat': 40.619834, 'lng': -73.965795}]",150,11230,US,Brooklyn,NY,United States,"['943 ave. l', 'Brooklyn, NY 11230', 'United States']",,4fa9d550e4b04c40ca24cac3
1,M Restaurant,Steakhouse,1635 Coney Island Ave,Ave. M,40.61767941666667,-73.963589,"[{'label': 'display', 'lat': 40.61767941666667, 'lng': -73.963589}]",228,11230,US,Brooklyn,NY,United States,"['1635 Coney Island Ave (Ave. M)', 'Brooklyn, NY 11230', 'United States']",,4bfd609db68d0f47e3b0e857
2,Glatt Kosher Number One Restaurant,Food,1411 Avenue M,,40.618206,-73.960417,"[{'label': 'display', 'lat': 40.618206, 'lng': -73.960417}]",347,11230,US,Brooklyn,NY,United States,"['1411 Avenue M', 'Brooklyn, NY 11230', 'United States']",,4f3211ab19833175d60d6f7e
3,Ds Restaurant,Sushi Restaurant,,,40.62462615966797,-73.96537017822266,"[{'label': 'display', 'lat': 40.62462615966797, 'lng': -73.96537017822266}]",559,,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,51716b13498e08145a3c3ad2
4,Yun Kee,Chinese Restaurant,1422 Elm Ave,btwn E 14th & E 15th St,40.6176684467333,-73.96003063147884,"[{'label': 'display', 'lat': 40.6176684467333, 'lng': -73.96003063147884}]",406,11230,US,Brooklyn,NY,United States,"['1422 Elm Ave (btwn E 14th & E 15th St)', 'Brooklyn, NY 11230', 'United States']",,4fa9a839e4b096d47092b79a
0,No. 1 Chinese Restaurant,Chinese Restaurant,2925 Avenue J,Nostrand,40.62675094604492,-73.94682312011719,"[{'label': 'display', 'lat': 40.62675094604492, 'lng': -73.94682312011719}, {'label': 'entrance', 'lat': 40.626867, 'lng': -73.947076}]",391,11210,US,Brooklyn,NY,United States,"['2925 Avenue J (Nostrand)', 'Brooklyn, NY 11210', 'United States']",,5381510b498e15919e8ee7ab
1,Di Di Chinese Restaurant,Chinese Restaurant,2318 Nostrand Ave,,40.627928999999995,-73.947427,"[{'label': 'display', 'lat': 40.627928999999995, 'lng': -73.947427}, {'label': 'entrance', 'lat': 40.628088, 'lng': -73.947269}]",518,11210,US,Brooklyn,NY,United States,"['2318 Nostrand Ave', 'Brooklyn, NY 11210', 'United States']",,4c631a96edd320a15495ae29
0,No. 1 Chinese Restaurant,Chinese Restaurant,2925 Avenue J,Nostrand,40.62675094604492,-73.94682312011719,"[{'label': 'display', 'lat': 40.62675094604492, 'lng': -73.94682312011719}, {'label': 'entrance', 'lat': 40.626867, 'lng': -73.947076}]",266,11210,US,Brooklyn,NY,United States,"['2925 Avenue J (Nostrand)', 'Brooklyn, NY 11210', 'United States']",,5381510b498e15919e8ee7ab
1,Di Di Chinese Restaurant,Chinese Restaurant,2318 Nostrand Ave,,40.627928999999995,-73.947427,"[{'label': 'display', 'lat': 40.627928999999995, 'lng': -73.947427}, {'label': 'entrance', 'lat': 40.628088, 'lng': -73.947269}]",390,11210,US,Brooklyn,NY,United States,"['2318 Nostrand Ave', 'Brooklyn, NY 11210', 'United States']",,4c631a96edd320a15495ae29
2,Le Banquet,Caribbean Restaurant,2281 Nostrand Ave,Avenue I,40.628916,-73.94699,"[{'label': 'display', 'lat': 40.628916, 'lng': -73.94699}, {'label': 'entrance', 'lat': 40.628994, 'lng': -73.947148}]",502,11210,US,Brooklyn,NY,United States,"['2281 Nostrand Ave (Avenue I)', 'Brooklyn, NY 11210', 'United States']",,4a5c8b18f964a52047bc1fe3
0,Kamshing Take Out Restaurant,Asian Restaurant,1608 Avenue H,,40.62969071052491,-73.96152872148346,"[{'label': 'display', 'lat': 40.62969071052491, 'lng': -73.96152872148346}]",340,11230,US,Brooklyn,NY,United States,"['1608 Avenue H', 'Brooklyn, NY 11230', 'United States']",,4f32a9d519836c91c7edaa76
1,SALUD,Café,1308 Avenue H,btwn Rugby & Argyle Rd,40.629778283067765,-73.96387054002031,"[{'label': 'entrance', 'lat': 40.629678, 'lng': -73.963845}]",533,11230,US,Brooklyn,NY,United States,"['1308 Avenue H (btwn Rugby & Argyle Rd)', 'Brooklyn, NY 11230', 'United States']",,4b6519e4f964a52027e42ae3
0,Chikurin Japanese Restaurant,Japanese Restaurant,1777 Ocean Ave,at Ave M,40.61873004377748,-73.95481085897256,"[{'label': 'display', 'lat': 40.61873004377748, 'lng': -73.95481085897256}, {'label': 'entrance', 'lat': 40.618744, 'lng': -73.954855}]",399,11230,US,Brooklyn,NY,United States,"['1777 Ocean Ave (at Ave M)', 'Brooklyn, NY 11230', 'United States']",,4baab031f964a520fc7f3ae3
1,Old Brooklyn Pizza Restaurant,Food,1785 Ocean Ave,,40.618396999999995,-73.95464399999999,"[{'label': 'display', 'lat': 40.618396999999995, 'lng': -73.95464399999999}, {'label': 'entrance', 'lat': 40.618377, 'lng': -73.954822}]",439,11230,US,Brooklyn,NY,United States,"['1785 Ocean Ave', 'Brooklyn, NY 11230', 'United States']",,4f3224c319836c91c7ba6de5
0,Pop's Restaurant,Breakfast Spot,1511 Neptune Ave,,40.579368591308594,-73.98355865478516,"[{'label': 'entrance', 'lat': 40.579284, 'lng': -73.983547}, {'label': 'display', 'lat': 40.579368591308594, 'lng': -73.98355865478516}]",344,11224,US,Brooklyn,NY,United States,"['1511 Neptune Ave', 'Brooklyn, NY 11224', 'United States']",,4d88a9bdbc848cfa105cb12b
1,Depasquale Restaurant,Pizza Place,2811 Cropsey Ave,,40.586399,-73.987999,"[{'label': 'display', 'lat': 40.586399, 'lng': -73.987999}]",526,11214,US,Brooklyn,NY,United States,"['2811 Cropsey Ave', 'Brooklyn, NY 11214', 'United States']",,4f32867e19836c91c7e0545f
2,Mi Candileja,Latin American Restaurant,1509 Mermaid Ave,,40.577005,-73.983076,"[{'label': 'display', 'lat': 40.577005, 'lng': -73.983076}, {'label': 'entrance', 'lat': 40.576926, 'lng': -73.983037}]",608,11224,US,Brooklyn,NY,United States,"['1509 Mermaid Ave', 'Brooklyn, NY 11224', 'United States']",,4dceb0d9b0fb25f6e349f76f
0,Restaurant Dolma,Caucasian Restaurant,311 Avenue X,,40.590457,-73.971641,"[{'label': 'display', 'lat': 40.590457, 'lng': -73.971641}]",408,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,5d191e4f52b6b1002338bcb7
1,Pete's Family Restaurant,Diner,311 Avenue X,,40.590617,-73.971549,"[{'label': 'display', 'lat': 40.590617, 'lng': -73.971549}]",424,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4c421562d691c9b6d9ca8d0a
2,Manny's Cafe Family Restaurant,Café,311 Avenue X,,40.59063720703125,-73.97154998779297,"[{'label': 'display', 'lat': 40.59063720703125, 'lng': -73.97154998779297}]",425,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,52501b7411d2dd3864f9953b
3,famous restaurant Chinese food,Chinese Restaurant,,,40.590500412288385,-73.97060884935999,"[{'label': 'display', 'lat': 40.590500412288385, 'lng': -73.97060884935999}]",485,,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,53c71249498ead62b8d04305
4,Concetta's,Italian Restaurant,248 Avenue X,,40.590123,-73.974104,"[{'label': 'display', 'lat': 40.590123, 'lng': -73.974104}]",231,11223,US,Brooklyn,NY,United States,"['248 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4e4cff52bd413c4cc66ddccb
0,Cropsey Restaurant & Pizzeria,Pizza Place,2809 Cropsey Ave,,40.58693136604643,-73.98999372466072,"[{'label': 'display', 'lat': 40.58693136604643, 'lng': -73.98999372466072}, {'label': 'entrance', 'lat': 40.586274, 'lng': -73.987958}]",279,11214,US,Brooklyn,NY,United States,"['2809 Cropsey Ave', 'Brooklyn, NY 11214', 'United States']",,4c0d1e0b2466a593520f7721
1,Depasquale Restaurant,Pizza Place,2811 Cropsey Ave,,40.586399,-73.987999,"[{'label': 'display', 'lat': 40.586399, 'lng': -73.987999}]",456,11214,US,Brooklyn,NY,United States,"['2811 Cropsey Ave', 'Brooklyn, NY 11214', 'United States']",,4f32867e19836c91c7e0545f
0,Harway Pizza Gyro Falafel Restaurant,Burger Joint,2863 Harway Ave,,40.587677001953125,-73.98381805419922,"[{'label': 'entrance', 'lat': 40.587685, 'lng': -73.983931}, {'label': 'display', 'lat': 40.587677001953125, 'lng': -73.98381805419922}]",222,11214,US,Brooklyn,NY,United States,"['2863 Harway Ave', 'Brooklyn, NY 11214', 'United States']",,5756d08f498e0ef029ebdddb
1,Lucky Star Restaurant,Food,2309 Stillwell Ave,,40.590904235839844,-73.98381805419922,"[{'label': 'display', 'lat': 40.590904235839844, 'lng': -73.98381805419922}]",481,11223,US,Brooklyn,NY,United States,"['2309 Stillwell Ave', 'Brooklyn, NY 11223', 'United States']",,4f328f2519836c91c7e3a073
0,Restaurant Bukovina,Food,2364 McDonald Ave,,40.59458923339844,-73.97388458251953,"[{'label': 'entrance', 'lat': 40.594537, 'lng': -73.973784}, {'label': 'display', 'lat': 40.59458923339844, 'lng': -73.97388458251953}]",306,11223,US,Brooklyn,NY,United States,"['2364 McDonald Ave', 'Brooklyn, NY 11223', 'United States']",,4f323fb419836c91c7c4e445
1,Restaurant Dolma,Caucasian Restaurant,311 Avenue X,,40.590457,-73.971641,"[{'label': 'display', 'lat': 40.590457, 'lng': -73.971641}]",560,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,5d191e4f52b6b1002338bcb7
2,N&D pizza restaurant,Pizza Place,107 Avenue U,W 9th,40.59794089986757,-73.97888874266563,"[{'label': 'display', 'lat': 40.59794089986757, 'lng': -73.97888874266563}]",536,11223,US,Brooklyn,NY,United States,"['107 Avenue U (W 9th)', 'Brooklyn, NY 11223', 'United States']",,4ad290b3f964a52034e220e3
3,Giovanni Italian Restaurant,Italian Restaurant,192 Avenue U,,40.59648,-73.976948,"[{'label': 'display', 'lat': 40.59648, 'lng': -73.976948}]",352,11223,US,Brooklyn,NY,United States,"['192 Avenue U', 'Brooklyn, NY 11223', 'United States']",,5a7a60d415173e7ffff80844
4,El Mixteco Bar & Restaurant,Restaurant,192 Avenue U,W. 6th street,40.59632873535156,-73.97695922851562,"[{'label': 'display', 'lat': 40.59632873535156, 'lng': -73.97695922851562}]",335,11223,US,Brooklyn,NY,United States,"['192 Avenue U (W. 6th street)', 'Brooklyn, NY 11223', 'United States']",,4df17497ae609e69dd9119f8
5,"PASSION Cafe, Lounge, Bar and Restaurant",,167 Avenue U,,40.596438546215055,-73.97912610229315,"[{'label': 'display', 'lat': 40.596438546215055, 'lng': -73.97912610229315}, {'label': 'entrance', 'lat': 40.596551, 'lng': -73.978096}]",387,11223,US,Brooklyn,NY,United States,"['167 Avenue U', 'Brooklyn, NY 11223', 'United States']",,4d6b2a237b7d8eec5fd080d0
6,Pete's Family Restaurant,Diner,311 Avenue X,,40.590617,-73.971549,"[{'label': 'display', 'lat': 40.590617, 'lng': -73.971549}]",556,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4c421562d691c9b6d9ca8d0a
7,Manny's Cafe Family Restaurant,Café,311 Avenue X,,40.59063720703125,-73.97154998779297,"[{'label': 'display', 'lat': 40.59063720703125, 'lng': -73.97154998779297}]",555,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,52501b7411d2dd3864f9953b
8,Concetta's,Italian Restaurant,248 Avenue X,,40.590123,-73.974104,"[{'label': 'display', 'lat': 40.590123, 'lng': -73.974104}]",436,11223,US,Brooklyn,NY,United States,"['248 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4e4cff52bd413c4cc66ddccb
0,Cropsey Restaurant & Pizzeria,Pizza Place,2809 Cropsey Ave,,40.58693136604643,-73.98999372466072,"[{'label': 'display', 'lat': 40.58693136604643, 'lng': -73.98999372466072}, {'label': 'entrance', 'lat': 40.586274, 'lng': -73.987958}]",349,11214,US,Brooklyn,NY,United States,"['2809 Cropsey Ave', 'Brooklyn, NY 11214', 'United States']",,4c0d1e0b2466a593520f7721
1,Depasquale Restaurant,Pizza Place,2811 Cropsey Ave,,40.586399,-73.987999,"[{'label': 'display', 'lat': 40.586399, 'lng': -73.987999}]",404,11214,US,Brooklyn,NY,United States,"['2811 Cropsey Ave', 'Brooklyn, NY 11214', 'United States']",,4f32867e19836c91c7e0545f
0,Pop's Restaurant,Breakfast Spot,1511 Neptune Ave,,40.579368591308594,-73.98355865478516,"[{'label': 'entrance', 'lat': 40.579284, 'lng': -73.983547}, {'label': 'display', 'lat': 40.579368591308594, 'lng': -73.98355865478516}]",414,11224,US,Brooklyn,NY,United States,"['1511 Neptune Ave', 'Brooklyn, NY 11224', 'United States']",,4d88a9bdbc848cfa105cb12b
1,Depasquale Restaurant,Pizza Place,2811 Cropsey Ave,,40.586399,-73.987999,"[{'label': 'display', 'lat': 40.586399, 'lng': -73.987999}]",493,11214,US,Brooklyn,NY,United States,"['2811 Cropsey Ave', 'Brooklyn, NY 11214', 'United States']",,4f32867e19836c91c7e0545f
2,Harway Pizza Gyro Falafel Restaurant,Burger Joint,2863 Harway Ave,,40.587677001953125,-73.98381805419922,"[{'label': 'entrance', 'lat': 40.587685, 'lng': -73.983931}, {'label': 'display', 'lat': 40.587677001953125, 'lng': -73.98381805419922}]",514,11214,US,Brooklyn,NY,United States,"['2863 Harway Ave', 'Brooklyn, NY 11214', 'United States']",,5756d08f498e0ef029ebdddb
3,Carolina Restaurant,Food,1409 Mermaid Ave,,40.57718276977539,-73.9819564819336,"[{'label': 'entrance', 'lat': 40.577025, 'lng': -73.982229}, {'label': 'display', 'lat': 40.57718276977539, 'lng': -73.9819564819336}]",680,11224,US,Brooklyn,NY,United States,"['1409 Mermaid Ave', 'Brooklyn, NY 11224', 'United States']",,4f32722a19836c91c7d896e9
4,Mi Candileja,Latin American Restaurant,1509 Mermaid Ave,,40.577005,-73.983076,"[{'label': 'display', 'lat': 40.577005, 'lng': -73.983076}, {'label': 'entrance', 'lat': 40.576926, 'lng': -73.983037}]",680,11224,US,Brooklyn,NY,United States,"['1509 Mermaid Ave', 'Brooklyn, NY 11224', 'United States']",,4dceb0d9b0fb25f6e349f76f
0,Restaurant Dolma,Caucasian Restaurant,311 Avenue X,,40.590457,-73.971641,"[{'label': 'display', 'lat': 40.590457, 'lng': -73.971641}]",405,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,5d191e4f52b6b1002338bcb7
1,famous restaurant Chinese food,Chinese Restaurant,,,40.590500412288385,-73.97060884935999,"[{'label': 'display', 'lat': 40.590500412288385, 'lng': -73.97060884935999}]",349,,US,Brooklyn,NY,United States,"['Brooklyn, NY', 'United States']",,53c71249498ead62b8d04305
2,Pete's Family Restaurant,Diner,311 Avenue X,,40.590617,-73.971549,"[{'label': 'display', 'lat': 40.590617, 'lng': -73.971549}]",412,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4c421562d691c9b6d9ca8d0a
3,Manny's Cafe Family Restaurant,Café,311 Avenue X,,40.59063720703125,-73.97154998779297,"[{'label': 'display', 'lat': 40.59063720703125, 'lng': -73.97154998779297}]",414,11223,US,Brooklyn,NY,United States,"['311 Avenue X', 'Brooklyn, NY 11223', 'United States']",,52501b7411d2dd3864f9953b
4,Concetta's,Italian Restaurant,248 Avenue X,,40.590123,-73.974104,"[{'label': 'display', 'lat': 40.590123, 'lng': -73.974104}]",561,11223,US,Brooklyn,NY,United States,"['248 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4e4cff52bd413c4cc66ddccb
0,Concetta's,Italian Restaurant,248 Avenue X,,40.590123,-73.974104,"[{'label': 'display', 'lat': 40.590123, 'lng': -73.974104}]",519,11223,US,Brooklyn,NY,United States,"['248 Avenue X', 'Brooklyn, NY 11223', 'United States']",,4e4cff52bd413c4cc66ddccb
0,Michael's Restaurant,,Nostrand Avenue,,40.61131174424156,-73.98461849727812,"[{'label': 'display', 'lat': 40.61131174424156, 'lng': -73.98461849727812}]",460,11204,US,Brooklyn,NY,United States,"['Nostrand Avenue', 'Brooklyn, NY 11204', 'United States']",,4c54e12bfd2ea593a78fc72a
1,MEXICAN RESTAURANT RESTAURANTE MEXICANO GUATEMALTECO MEXICAN FOOD,Mexican Restaurant,"22 Avenue O, Brooklyn, NY 11204",,40.609928131103516,-73.98434448242188,"[{'label': 'display', 'lat': 40.609928131103516, 'lng': -73.98434448242188}]",337,,US,Brooklyn,NY,United States,"['22 Avenue O, Brooklyn, NY 11204', 'Brooklyn, NY', 'United States']",,53f93d62498e33ee641d7d9a
2,Almaz Restaurant,Eastern European Restaurant,238 Kings Hwy,W. 9th street,40.605131,-73.981897,"[{'label': 'display', 'lat': 40.605131, 'lng': -73.981897}]",484,11223,US,Brooklyn,NY,United States,"['238 Kings Hwy (W. 9th street)', 'Brooklyn, NY 11223', 'United States']",,57fecfb9498e761a23c24266
3,Angelo's Italian Restaurant,Food,263 Kings Hwy,,40.605527,-73.980862,"[{'label': 'display', 'lat': 40.605527, 'lng': -73.980862}]",540,11223,US,Brooklyn,NY,United States,"['263 Kings Hwy', 'Brooklyn, NY 11223', 'United States']",,4f3224a219836c91c7ba612d
4,Golden Star Restaurant,Food,7323 20th Ave,,40.61138916015625,-73.99078369140625,"[{'label': 'entrance', 'lat': 40.611473, 'lng': -73.990925}, {'label': 'display', 'lat': 40.61138916015625, 'lng': -73.99078369140625}]",554,11204,US,Brooklyn,NY,United States,"['7323 20th Ave', 'Brooklyn, NY 11204', 'United States']",,4f328e1b19836c91c7e33dbc
5,L A V Restaurant,Food,262 Kings Hwy,,40.605027,-73.980846,"[{'label': 'display', 'lat': 40.605027, 'lng': -73.980846}]",566,11223,US,Brooklyn,NY,United States,"['262 Kings Hwy', 'Brooklyn, NY 11223', 'United States']",,4f328e3519836c91c7e3477c
6,Dejavu Restaurant,Restaurant,262 Kings Hwy,,40.604935900169,-73.98082491625485,"[{'label': 'display', 'lat': 40.604935900169, 'lng': -73.98082491625485}, {'label': 'entrance', 'lat': 40.605151, 'lng': -73.98087}]",572,11223,US,Brooklyn,NY,United States,"['262 Kings Hwy', 'Brooklyn, NY 11223', 'United States']",,4e4d06c2bd413c4cc66e1650
7,Panda Chinese Restaurant,Chinese Restaurant,7323 20th Ave,,40.611388,-73.99078399999999,"[{'label': 'display', 'lat': 40.611388, 'lng': -73.99078399999999}]",554,11204,US,Brooklyn,NY,United States,"['7323 20th Ave', 'Brooklyn, NY 11204', 'United States']",,4c2169947e85c928b88aba21
